sequenceID,min.log.lambda,max.log.lambda
1.1.F1,-2.302585093,inf
1.11.F1,-2.302585093,inf
1.15.F1,-2.302585093,0
1.6.F1,-1.151292546,1.151292546
1.9.F1,-1.151292546,1.151292546
106.11.F1,0,inf
106.17.F1,-1.151292546,inf
106.5.F1,0,inf
106.6.F1,-2.302585093,inf
106.9.F1,-3.453877639,0
109.2.F1,-1.151292546,inf
109.8.F1,-3.453877639,0
11.1.F1,0,2.302585093
11.4.F1,-1.151292546,0
12.1.F1,-1.151292546,1.151292546
12.11.F1,-1.151292546,inf
12.17.F1,-1.151292546,inf
12.2.F1,-2.302585093,inf
12.6.F1,-3.453877639,inf
12.X.F1,-1.151292546,0
128.12.F1,-1.151292546,inf
128.17.F1,-1.151292546,inf
128.2.F1,-2.302585093,inf
128.3.F1,-1.151292546,inf
128.6.F1,-2.302585093,inf
138.1.F1,-1.151292546,inf
139.3.F1,-2.302585093,inf
139.4.F1,-3.453877639,inf
139.7.F1,-1.151292546,inf
145.1.F1,-2.302585093,1.151292546
145.17.F1,0,1.151292546
145.19.F1,-4.605170186,inf
145.2.F1,-2.302585093,1.151292546
145.3.F1,0,1.151292546
145.4.F1,-2.302585093,-1.151292546
145.6.F1,-2.302585093,0
145.7.F1,-3.453877639,0
149.1.F1,-1.151292546,inf
149.11.F1,-2.302585093,1.151292546
149.2.F1,-4.605170186,0
149.6.F1,-3.453877639,-2.302585093
153.11.F1,-1.151292546,0
153.17.F1,0,inf
153.18.F1,-2.302585093,inf
153.2.F1,0,inf
153.4.F1,-2.302585093,inf
153.7.F1,0,inf
162.1.F1,-1.151292546,inf
162.11.F1,-1.151292546,inf
162.17.F1,-2.302585093,inf
162.19.F1,-2.302585093,inf
162.22.F1,-1.151292546,-1.151292546
162.3.F1,-1.151292546,0
162.5.F1,-1.151292546,inf
162.7.F1,-2.302585093,inf
162.8.F1,-1.151292546,0
17.1.F1,-3.453877639,inf
17.11.F1,-3.453877639,-1.151292546
172.1.F1,-1.151292546,inf
172.17.F1,-2.302585093,inf
172.3.F1,-3.453877639,inf
172.4.F1,-2.302585093,inf
173.11.F1,-1.151292546,inf
173.15.F1,-3.453877639,inf
173.16.F1,-2.302585093,inf
173.19.F1,-inf,inf
173.4.F1,-3.453877639,0
173.8.F1,-1.151292546,inf
188.1.F1,-1.151292546,inf
188.2.F1,-1.151292546,1.151292546
188.3.F1,0,inf
188.6.F1,-3.453877639,1.151292546
188.9.F1,-2.302585093,inf
189.1.F1,0,inf
189.11.F1,-1.151292546,inf
189.15.F1,-2.302585093,inf
189.17.F1,-1.151292546,inf
189.18.F1,-2.302585093,-1.151292546
189.2.F1,-2.302585093,inf
189.2.F1,-2.302585093,inf
189.3.F1,-2.302585093,1.151292546
189.5.F1,-2.302585093,inf
189.X.F1,-1.151292546,0
2.1.F1,-1.151292546,inf
2.19.F1,-2.302585093,0
20003.2.F1,1.151292546,4.605170186
20005.2.F1,1.151292546,1.151292546
20005.3.F1,2.302585093,3.453877639
20033.11.F1,2.302585093,5.756462732
20052.3.F1,-1.151292546,inf
20082.22.F1,1.151292546,2.302585093
20090.2.F1,2.302585093,3.453877639
20092.19.F1,3.453877639,inf
20105.22.F1,2.302585093,inf
20108.2.F1,2.302585093,3.453877639
20109.2.F1,2.302585093,3.453877639
20118.2.F1,1.151292546,4.605170186
20119.2.F1,1.151292546,5.756462732
20121.14.F1,0,1.151292546
20121.7.F1,1.151292546,3.453877639
20124.1.F1,2.302585093,5.756462732
20124.16.F1,3.453877639,4.605170186
20124.2.F1,2.302585093,5.756462732
20124.3.F1,2.302585093,inf
20129.2.F1,1.151292546,2.302585093
20133.X.F1,1.151292546,1.151292546
20134.X.F1,1.151292546,1.151292546
20135.14.F1,1.151292546,1.151292546
20136.17.F1,0,inf
20138.1.F1,4.605170186,inf
20139.12.F1,2.302585093,inf
20139.16.F1,-1.151292546,inf
20139.17.F1,1.151292546,3.453877639
20139.3.F1,0,5.756462732
20139.4.F1,-2.302585093,0
20139.5.F1,-2.302585093,inf
20140.14.F1,-2.302585093,inf
20140.15.F1,-1.151292546,inf
20141.12.F1,-2.302585093,inf
20141.14.F1,0,inf
20141.5.F1,-5.756462732,inf
20142.18.F1,3.453877639,inf
20142.22.F1,0,0
20143.X.F1,1.151292546,2.302585093
20144.14.F1,1.151292546,1.151292546
20144.9.F1,-1.151292546,inf
20145.1.F1,-1.151292546,inf
20145.1.F1,0,0
20145.12.F1,-2.302585093,inf
20145.14.F1,1.151292546,1.151292546
20145.4.F1,0,inf
20145.8.F1,-1.151292546,inf
20145.9.F1,1.151292546,3.453877639
20145.X.F1,-2.302585093,2.302585093
20146.17.F1,1.151292546,5.756462732
20146.4.F1,-1.151292546,0
20148.1.F1,-1.151292546,0
20151.14.F1,0,0
20151.17.F1,1.151292546,4.605170186
20154.4.F1,0,0
20154.9.F1,3.453877639,3.453877639
20157.11.F1,2.302585093,2.302585093
20158.1.F1,2.302585093,inf
20158.9.F1,-1.151292546,-1.151292546
20159.1.F1,0,1.151292546
20159.14.F1,1.151292546,1.151292546
20159.15.F1,2.302585093,3.453877639
20159.3.F1,1.151292546,1.151292546
20159.4.F1,1.151292546,1.151292546
20159.9.F1,-1.151292546,0
20160.14.F1,-1.151292546,inf
20160.17.F1,2.302585093,4.605170186
20160.4.F1,1.151292546,inf
20160.5.F1,1.151292546,1.151292546
20161.1.F1,-2.302585093,inf
20161.12.F1,-1.151292546,inf
20161.22.F1,-1.151292546,inf
20162.12.F1,-1.151292546,inf
20162.17.F1,1.151292546,4.605170186
20162.7.F1,1.151292546,3.453877639
20163.1.F1,-5.756462732,inf
20163.7.F1,-1.151292546,-1.151292546
20163.9.F1,-1.151292546,-1.151292546
20164.1.F1,-1.151292546,0
20164.14.F1,1.151292546,1.151292546
20164.4.F1,-2.302585093,inf
20165.15.F1,1.151292546,inf
20165.22.F1,0,3.453877639
20165.4.F1,-2.302585093,inf
20166.12.F1,-1.151292546,inf
20166.17.F1,1.151292546,3.453877639
20166.4.F1,0,0
20167.22.F1,0,0
20167.4.F1,-2.302585093,0
20168.11.F1,-2.302585093,-1.151292546
20168.16.F1,-2.302585093,inf
20168.17.F1,0,5.756462732
20168.19.F1,2.302585093,inf
20168.4.F1,0,inf
20169.1.F1,-2.302585093,inf
20169.14.F1,0,1.151292546
20169.9.F1,1.151292546,4.605170186
20170.17.F1,0,inf
20171.12.F1,-2.302585093,inf
20171.16.F1,-1.151292546,inf
20171.17.F1,0,0
20172.2.F1,0,0
20172.3.F1,2.302585093,2.302585093
20173.19.F1,0,0
20177.2.F1,1.151292546,2.302585093
20178.2.F1,2.302585093,3.453877639
20183.2.F1,1.151292546,inf
20184.22.F1,1.151292546,2.302585093
20186.22.F1,1.151292546,2.302585093
204.2.F1,-2.302585093,inf
207.1.F1,-2.302585093,1.151292546
207.12.F1,-2.302585093,inf
207.15.F1,-2.302585093,inf
207.17.F1,-2.302585093,inf
207.18.F1,-2.302585093,1.151292546
207.4.F1,-3.453877639,inf
207.5.F1,-1.151292546,1.151292546
217.17.F1,-2.302585093,inf
219.2.F1,-2.302585093,-1.151292546
219.5.F1,-2.302585093,inf
220.11.F1,-1.151292546,inf
220.17.F1,-2.302585093,inf
220.19.F1,-3.453877639,-1.151292546
220.2.F1,-1.151292546,inf
220.2.F1,-3.453877639,inf
220.7.F1,-1.151292546,inf
226.1.F1,-1.151292546,inf
227.1.F1,-2.302585093,inf
227.2.F1,-3.453877639,inf
227.4.F1,-2.302585093,inf
247.1.F1,-2.302585093,1.151292546
247.11.F1,0,inf
247.2.F1,-3.453877639,0
247.4.F1,-1.151292546,1.151292546
247.X.F1,-2.302585093,0
257.1.F1,0,inf
257.1.F1,-3.453877639,inf
257.17.F1,0,inf
26.11.F1,-1.151292546,inf
26.17.F1,0,1.151292546
26.4.F1,-2.302585093,-1.151292546
26.8.F1,-3.453877639,inf
268.3.F1,-1.151292546,inf
270.11.F1,2.302585093,inf
273.17.F1,-2.302585093,inf
273.6.F1,-1.151292546,1.151292546
275.1.F1,-1.151292546,inf
275.2.F1,-1.151292546,0
294.1.F1,0,inf
30001.3.F1,1.151292546,2.302585093
30001.8.F1,1.151292546,3.453877639
30011.11.F1,3.453877639,4.605170186
30011.13.F1,3.453877639,inf
30011.15.F1,-1.151292546,1.151292546
30011.2.F1,3.453877639,5.756462732
30011.22.F1,1.151292546,2.302585093
30011.7.F1,1.151292546,inf
30011.8.F1,1.151292546,2.302585093
30016.6.F1,2.302585093,3.453877639
30020.4.F1,3.453877639,4.605170186
30022.12.F1,-2.302585093,4.605170186
30022.17.F1,1.151292546,4.605170186
30022.9.F1,0,2.302585093
30023.17.F1,2.302585093,2.302585093
30023.9.F1,1.151292546,inf
30024.17.F1,0,4.605170186
30024.4.F1,2.302585093,2.302585093
30024.6.F1,3.453877639,3.453877639
311.1.F1,-1.151292546,2.302585093
311.11.F1,-1.151292546,inf
311.15.F1,0,inf
311.16.F1,-1.151292546,inf
311.2.F1,-2.302585093,inf
311.7.F1,-1.151292546,inf
314.1.F1,1.151292546,inf
314.5.F1,-1.151292546,inf
314.8.F1,-2.302585093,inf
316.1.F1,-2.302585093,inf
316.1.F1,-4.605170186,inf
316.12.F1,-3.453877639,1.151292546
316.15.F1,-3.453877639,inf
316.2.F1,-4.605170186,inf
316.7.F1,-3.453877639,inf
329.11.F1,-2.302585093,0
329.17.F1,0,inf
329.18.F1,-2.302585093,0
329.4.F1,-1.151292546,0
329.6.F1,-2.302585093,inf
329.8.F1,-2.302585093,inf
33.1.F1,0,inf
33.3.F1,-2.302585093,2.302585093
33.6.F1,-3.453877639,0
33.7.F1,-3.453877639,inf
330.1.F1,-1.151292546,inf
330.16.F1,-2.302585093,inf
330.17.F1,-2.302585093,inf
331.1.F1,0,2.302585093
331.11.F1,-1.151292546,2.302585093
331.12.F1,-1.151292546,inf
331.16.F1,-1.151292546,1.151292546
331.17.F1,-1.151292546,-1.151292546
331.2.F1,-1.151292546,1.151292546
331.2.F1,-3.453877639,inf
331.4.F1,0,1.151292546
331.5.F1,-1.151292546,inf
331.6.F1,-1.151292546,0
332.1.F1,0,2.302585093
332.18.F1,-1.151292546,-1.151292546
332.6.F1,0,inf
332.7.F1,0,inf
340.1.F1,-1.151292546,1.151292546
340.6.F1,-1.151292546,inf
340.9.F1,0,inf
341.1.F1,1.151292546,inf
349.1.F1,-1.151292546,1.151292546
349.17.F1,-2.302585093,inf
349.2.F1,-2.302585093,0
352.17.F1,-2.302585093,inf
352.3.F1,-1.151292546,inf
360.1.F1,-1.151292546,2.302585093
364.2.F1,-3.453877639,inf
371.1.F1,-2.302585093,inf
371.14.F1,-2.302585093,inf
371.17.F1,-1.151292546,inf
373.14.F1,-3.453877639,inf
375.1.F1,-1.151292546,2.302585093
375.12.F1,-1.151292546,inf
375.3.F1,-1.151292546,inf
375.4.F1,-1.151292546,1.151292546
375.7.F1,-2.302585093,inf
378.1.F1,0,2.302585093
378.1.F1,0,inf
378.11.F1,0,inf
378.7.F1,0,inf
39.1.F1,0,inf
39.11.F1,-1.151292546,0
39.2.F1,-2.302585093,0
39.8.F1,-2.302585093,-1.151292546
419.11.F1,-1.151292546,inf
421.5.F1,-2.302585093,inf
429.11.F1,-2.302585093,inf
429.17.F1,0,1.151292546
429.5.F1,-2.302585093,inf
44.17.F1,-2.302585093,2.302585093
44.19.F1,-3.453877639,inf
44.3.F1,-2.302585093,1.151292546
44.5.F1,0,inf
44.7.F1,-2.302585093,inf
441.11.F1,-3.453877639,inf
446.1.F1,-1.151292546,1.151292546
446.1.F1,-2.302585093,inf
446.11.F1,-2.302585093,inf
446.17.F1,-1.151292546,inf
446.2.F1,-1.151292546,1.151292546
446.3.F1,-2.302585093,0
446.8.F1,-2.302585093,inf
464.2.F1,-1.151292546,inf
470.1.F1,0,inf
470.17.F1,-1.151292546,0
479.11.F1,-2.302585093,-1.151292546
479.17.F1,-2.302585093,inf
482.5.F1,-2.302585093,inf
482.8.F1,-2.302585093,-2.302585093
487.11.F1,-1.151292546,inf
487.17.F1,-1.151292546,inf
487.4.F1,-2.302585093,0
487.6.F1,-2.302585093,inf
50.13.F1,-2.302585093,0
50.14.F1,-2.302585093,-1.151292546
50.2.F1,-3.453877639,1.151292546
50.6.F1,-2.302585093,-2.302585093
508.1.F1,-inf,inf
508.2.F1,0,inf
513.7.F1,-2.302585093,inf
516.1.F1,-1.151292546,inf
516.2.F1,-3.453877639,inf
522.1.F1,0,0
522.11.F1,-1.151292546,inf
522.17.F1,-1.151292546,inf
522.21.F1,-5.756462732,inf
522.3.F1,-2.302585093,inf
522.4.F1,-3.453877639,inf
544.17.F1,-2.302585093,inf
544.2.F1,-2.302585093,-1.151292546
545.17.F1,-1.151292546,1.151292546
57.1.F1,0,0
57.12.F1,-1.151292546,inf
57.13.F1,-3.453877639,inf
57.14.F1,-1.151292546,1.151292546
57.16.F1,-3.453877639,inf
57.17.F1,0,1.151292546
57.5.F1,-1.151292546,1.151292546
57.7.F1,-1.151292546,inf
57.8.F1,-2.302585093,1.151292546
586.1.F1,-1.151292546,inf
587.1.F1,-1.151292546,inf
587.17.F1,-1.151292546,inf
591.1.F1,3.453877639,inf
592.1.F1,-1.151292546,1.151292546
592.2.F1,-3.453877639,inf
592.3.F1,-1.151292546,1.151292546
593.11.F1,2.302585093,inf
66.1.F1,-1.151292546,-1.151292546
66.17.F1,-1.151292546,inf
66.21.F1,-1.151292546,inf
66.5.F1,-2.302585093,inf
67.19.F1,-2.302585093,-1.151292546
79.5.F1,-1.151292546,inf
8.1.F1,-1.151292546,1.151292546
8.11.F1,-1.151292546,inf
8.12.F1,-2.302585093,inf
8.17.F1,-1.151292546,inf
8.18.F1,-3.453877639,inf
8.2.F1,-2.302585093,inf
8.2.F1,-2.302585093,inf
8.7.F1,-2.302585093,inf
9.1.F1,3.453877639,inf
91.12.F1,-2.302585093,inf
91.17.F1,-1.151292546,inf
91.7.F1,-2.302585093,-1.151292546
91.X.F1,-1.151292546,inf
94.11.F1,0,inf
94.16.F1,-3.453877639,inf
94.17.F1,-1.151292546,inf
94.3.F1,-1.151292546,inf
94.4.F1,-2.302585093,inf
96.1.F1,-3.453877639,-1.151292546
96.14.F1,-3.453877639,-1.151292546
1.1.F2,-2.302585093,1.151292546
1.11.F2,-1.151292546,1.151292546
1.15.F2,-3.453877639,inf
1.6.F2,-2.302585093,inf
1.9.F2,0,inf
106.11.F2,0,2.302585093
